lat,lon,radius_km
47.391,11.802,1
45.394,4.809,1
46.012,11.127,1
45.063,12.052,1
52.892,21.395,1
46.846,26.574,1
32.929,-80.859,1
45.595,-70.912,1
45.01,19.797,1
56.698,16.693,1
-34.042,141.269,1
36.534,-120.024,1
47.816,-69.495,1
56.563,13.932,1
-32.792,149.977,1
51.407,-104.539,1
-32.47,137.934,1
55.899,-2.129,1
51.384,11.789,1
43.959,2.872,1
40.945,-5.496,1
42.52,-4.743,1
55.834,10.562,1
41.872,1.305,1
47.848,2.045,1
44.947,9.738,1
49.612,21.793,1
50.65,-1.213,1
61.266,17.154,1
43.411,12.232,1
42.906,141.558,1
46.033,29.692,1
47.258,16.919,1
54.511,13.643,1
52.204,-106.711,1
40.406,17.605,1
53.979,11.875,1
47.759,23.039,1
44.402,-0.818,1
45.653,-122.828,1
48.034,26.824,1
47.005,3.402,1
44.52,0.114,1
43.298,144.61,1
47.803,13.11,1
47.82,2.83,1
54.253,-0.38,1
41.867,-103.693,1
49.972,11.028,1
50.646,9.514,1
49.11,9.786,1
49.915,-6.296,1
43.395,-1.682,1
-32.051,150.87,1
-27.193,25.321,1
38.489,-100.898,1
39.975,-3.187,1
42.436,-2.945,1
47.72,-104.19,1
32.982,-82.809,1
-35.505,142.849,1
49.264,4.74,1
49.656,18.088,1
62.805,22.865,1
42.203,24.139,1
39.006,-5.801,1
48.289,2.213,1
43.387,3.312,1
47.975,-4,1
51.417,6.063,1
50.286,-107.865,1
45.04,3.072,1
48.158,-1.819,1
40.949,-4.12,1
43.861,144.469,1
54.502,-2.685,1
40.771,-95.383,1
52.877,8.865,1
45.386,-72.665,1
44.168,142.386,1
39.406,-88.822,1
50.445,-100.599,1
52.243,-2.886,1
51.555,0.827,1
52.718,-2.716,1
38.884,-101.752,1
41.295,-84.549,1
37.997,-97.939,1
43.235,26.933,1
49.644,-108.409,1
55.952,23.26,1
45.35,-74.889,1
52.423,22.905,1
52.822,12.399,1
48.323,11.413,1
41.336,-92.19,1
51.365,24.637,1
43.543,-96.803,1
45.701,19.4,1
45.963,-0.542,1
43.091,1.628,1
55.919,12.13,1
53.142,0.347,1
59.829,15.69,1
55.959,8.49,1
55.414,12.858,1
45.58,-94.102,1
55.411,11.379,1
43.994,-95.772,1
36.642,-121.614,1
47.594,-0.339,1
44.283,-94.725,1
44.985,-122.82,1
38.459,-7.752,1
48.376,13.476,1
46.209,3.794,1
54.114,-112.552,1
33.967,-90.375,1
58.353,11.218,1
30.508,-87.709,1
47.477,15.379,1
48.069,6.599,1
47.28,0.125,1
43.422,-82.86,1
52.185,-0.112,1
-32.558,151.176,1
45.232,-73.813,1
46.329,-120.027,1
48.629,29.482,1
60.437,18.416,1
42.556,23.395,1
42.684,23.469,1
49.391,3.343,1
49.998,29.305,1
53.41,23.531,1
60.644,23.513,1
46.467,21.638,1
54.969,9.668,1
50.22,11.132,1
43.661,141.993,1
41.762,-2.471,1
50.938,-1.47,1
45.999,26.668,1
43.316,-1.014,1
-20.936,-48.481,1
-21.367,-48.242,1
-20.339,-49.195,1
-20.333,-47.778,1
43.114,-95.162,1
48.22,15.643,1
-32.96,151.624,1
49.497,-113.867,1
40.02,-98.052,1
51.54,4.61,1
-20.824,-49.368,1
45.863,2.154,1
50.844,31.035,1
48.883,12.616,1
43.868,18.414,1
46.222,0.37,1
-36.378,140.989,1
47.339,2.86,1
-36.615,143.257,1
44.836,-73.073,1
-26.949,29.239,1
59.309,18.693,1
-37.057,142.763,1
53.95,19.105,1
49.556,-96.69,1
54.491,-3.607,1
46.465,5.077,1
49.024,30.99,1
51.902,-0.178,1
48.601,10.543,1
-26.549,24.863,1
49.482,5.206,1
47.855,12.18,1
41.814,-89.647,1
55.104,10.517,1
52.319,-112.687,1
43.388,-81.02,1
54.589,9.748,1
39.759,-101.779,1
50.189,6.914,1
50.345,4.697,1
45.644,-72.969,1
-34.365,21.417,1
40.596,-103.224,1
42.663,-95.205,1
52.88,-2.189,1
37.934,-121.306,1
56.495,9.066,1
58.203,-6.375,1
53.991,-111.272,1
44.575,-89.455,1
-35.316,149.01,1
51.545,0.01,1
32.703,-92.012,1
54.867,-4.712,1
58.937,11.181,1
59.532,14.273,1
41.12,-88.795,1
51.739,-2.301,1
49.341,23.845,1
51.138,19.146,1
46.556,-72.483,1
46.02,-73.352,1
42.074,-6.014,1
31.923,-84.266,1
50.942,34.372,1
59.464,24.38,1
45.939,3.252,1
46.371,-62.209,1
49.764,16.451,1
39.314,16.751,1
51.603,-4.068,1
53.736,-0.505,1
-34.023,20.441,1
51.195,22.693,1
52.566,5.653,1
-35.343,143.56,1
52.105,-101.224,1
45.548,1.205,1
32.752,-81.64,1
-37.023,145.141,1
46.329,20.007,1
46.356,18.718,1
46.045,18,1
48.191,21.23,1
47.687,19.101,1
35.344,138.596,1
47.136,20.149,1
50.156,18.159,1
42.507,143.278,1
42.793,143.162,1
39.957,-4.851,1
58.899,24.441,1
32.371,-91.2,1
57.236,22.587,1
-31.093,150.931,1
43.514,-1.433,1
50.586,21.697,1
57.33,10.16,1
58.413,26.724,1
-31.934,152.466,1
58.432,24.438,1
-36.44,145.27,1
51.023,-3.079,1
55.244,22.254,1
37.132,-7.641,1
39.552,-89.275,1
39.973,-5.602,1
51.425,-0.344,1
42.544,12.604,1
41.95,14.989,1
53.363,5.219,1
40.35,-1.124,1
53.075,4.888,1
48.575,1.233,1
-24.577,27.414,1
53.285,-114.025,1
49.763,0.519,1
40.654,22.86,1
-32.129,133.697,1
46.996,-0.207,1
58.582,-3.725,1
44.014,15.481,1
56.5,-6.881,1
50.287,14.539,1
58.781,14.537,1
43.561,1.481,1
-35.778,148.012,1
36.495,138.522,1
-34.446,147.534,1
-35.301,148.22,1
34.669,-90.374,1
45.098,141.791,1
-29.055,152.02,1
42.874,-3.174,1
36.413,139.86,1
42.67,141.644,1
52.377,20.771,1
-27.083,152.366,1
-27.534,151.928,1
48.527,4.184,1
41.522,-5.391,1
57.033,14.572,1
56.96,13.074,1
42.058,-104.171,1
41.807,-86.573,1
-32.253,147.37,1
47.742,3.291,1
45.635,6.329,1
40.673,141.182,1
58.029,14.992,1
49.261,15.926,1
42.173,0.896,1
46.077,19.521,1
46.366,3.528,1
45.701,12.183,1
40.698,-89.885,1
42.005,14.988,1
38.978,-91.003,1
45.378,-63.323,1
52.843,-104.067,1
-33.425,18.856,1
49.206,16.593,1
45.169,28.782,1
-32.632,147.57,1
50.554,15.219,1
-36.035,150.122,1
44.117,-85.287,1
42.547,-114.419,1
53.756,16.304,1
34.711,137.473,1
42.788,143.488,1
60.292,13.87,1
58.848,17.233,1
38.025,-3.363,1
39.228,9.11,1
-31.196,28.232,1
51.604,19.9,1
42.038,3.125,1
57.906,-5.166,1
53.359,6.33,1
-35.471,143.267,1
49.863,8.917,1
36.375,-89.117,1
-35.171,141.813,1
-29.794,29.493,1
50.842,16.978,1
52.434,-109.146,1
53.859,15.02,1
40.172,-88.097,1
40.335,18.111,1
55.497,25.641,1
41.703,-4.708,1
41.304,1.262,1
57.543,25.382,1
45.183,26.029,1
38.782,-3.394,1
52.869,6.942,1
58.693,12.035,1
47.433,17.338,1
50.508,33.462,1
48.24,4.481,1
42.939,-6.325,1
46.471,4.056,1
42.516,-4.011,1
53.5,-112.063,1
53.02,12.319,1
47.325,13.169,1
49.237,11.666,1
45.431,12.354,1
56.348,8.368,1
-26.316,26.827,1
37.238,-1.855,1
46.178,-62.895,1
-26.695,28.226,1
53.349,-110.833,1
57.426,15.086,1
47.294,1.72,1
41.946,2.265,1
45.578,11.589,1
43.631,2.096,1
42.184,-8.813,1
46.563,23.921,1
46.613,13.872,1
-27.028,28.598,1
-27.122,26.998,1
36.845,-5.622,1
54.652,25.151,1
49.255,28.555,1
45.293,25.069,1
53.807,11.052,1
-23.044,29.275,1
48.634,25.109,1
51.443,3.597,1
58.381,25.594,1
38.963,-89.048,1
45.443,21.233,1
50.869,29.357,1
47.572,26.142,1
48.276,1.621,1
47.609,31.33,1
57.359,9.951,1
45.564,19.653,1
-27.426,29.164,1
-26.959,24.737,1
47.443,4.665,1
40.653,-7.906,1
41.009,-6.433,1
46.044,-71.972,1
47.04,9.438,1
47.547,7.324,1
-33.333,117.41,1
48.458,-100.597,1
-34.182,140.033,1
-35.455,144.381,1
52.871,9.637,1
-27.852,28.965,1
50.69,5.245,1
-29.541,150.574,1
54.17,12.101,1
51.205,-2.182,1
-28.213,152.03,1
46.826,-118.386,1
51.667,-105.454,1
42.235,-96.999,1
-31.461,152.734,1
37.659,-97.381,1
-28.393,152.607,1
-36.114,146.859,1
39.941,-103.594,1
-36.426,143.614,1
-29.013,149.255,1
51.25,5.723,1
44.174,-116.955,1
51.101,0.008,1
52.307,-0.625,1
50.963,7.902,1
-34.089,141.885,1
49.697,9.697,1
51.944,6.408,1
52.945,1.13,1
-33.886,150.598,1
-35.107,147.369,1
52.347,6.574,1
53.512,15.641,1
50.895,5.893,1
35.842,-77.083,1
50.108,-102.835,1
49.991,-97.276,1
39.016,-99.887,1
-30.023,148.117,1
41.657,-91.248,1
-35.595,149.138,1
34.321,-77.918,1
45.08,-95.041,1
33.059,-91.573,1
50.025,19.311,1
40.283,-87.301,1
-30.931,152.625,1
47.413,-120.301,1
42.448,-91.733,1
50.325,12.348,1
48.539,-99.374,1
44.43,-78.891,1
43.632,-95.582,1
-38.282,144.052,1
51.607,18.626,1
51.113,17.062,1
-31.701,147.836,1
42.952,-94.44,1
35.541,-77.005,1
35.73,-78.013,1
42.924,-80.302,1
-34.701,139.193,1
44.278,-83.985,1
-32.574,148.957,1
45.737,-71.807,1
52.957,-113.371,1
42.938,-91.816,1
-33.703,147.322,1
41.365,-89.591,1
49.667,-103.899,1
33.085,-82.04,1
39.601,-83.887,1
50.805,28.048,1
46.577,-120.483,1
42.248,140.288,1
-38.182,146.349,1
45.355,-123.216,1
-36.134,141.436,1
42.881,-97.356,1
-29.046,115.347,1
-31.236,151.922,1
-34.528,141.455,1
54.162,-1.1,1
40.525,-3.089,1
38.61,-1.102,1
-34.144,135.784,1
-31.291,119.646,1
-35.928,145.236,1
64.067,24.552,1
-29.447,153.358,1
38.728,140.314,1
-38.812,146.218,1
51.175,-102.449,1
-38.56,146.671,1
55.433,13.836,1
40.119,-102.711,1
-34.304,148.283,1
-32.565,139.598,1
49.875,16.894,1
42.387,27.065,1
50.663,20.167,1
41.507,-5.739,1
46.557,12.974,1
51.275,3.115,1
51.88,4.197,1
52.38,6.098,1
